269 0.0
270 0.1
271 0.22895126144359704
272 0.3217322874208721
274 0.4324882412164678
276 0.607751319000629
277 0.8169689811322263
279 1.1311838357714437
281 1.5205925135680103
284 2.0745145645240215
286 2.8302195624546638
288 3.9187517453795286
291 5.267777330368137
293 7.293819844050175
296 9.804708571187023
299 13.179967729025659
305 17.981171661606645
314 24.171168424780056
327 30.625371842086352
347 33.966378948540736
367 34.98623559090717
389 34.47253596798002
408 32.49206414432737
430 30.175702373463317
449 27.207554481551373
468 24.171168424780056
486 20.8476840130403
506 18.249121809252745
523 15.056713708682667
535 11.709072200056111
547 9.105730137318407
559 6.977230707726871
573 5.58886141199893
587 4.476757784136234
601 3.4814157412308697
613 2.707373538554892
624 2.014041998025169
633 1.54325193733571
641 1.1480404056053783
649 0.8796815467738016
657 0.6447952678775618
662 0.4796695879381584
669 0.3515916431140439
675 0.2577121556507157
680 0.1945715009529086
686 0.1405243567527282
690 0.10767624806937715
695 0.0766246155169016
700 0.05785123489196075
704 0.04240421165592702
709 0.031544913161030315
714 0.022782517527308976
718 0.016948140501231574
723 0.012422769165269494
